EVT-00001 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00549 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00550 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00551 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00552 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00553 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00554 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00555 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00556 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00557 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00558 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00559 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00560 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00561 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00562 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00563 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00564 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00565 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00566 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00567 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00568 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00569 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00570 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00571 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00572 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00573 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00574 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00575 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00576 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00577 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00578 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00579 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00580 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00581 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00582 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00583 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00584 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00585 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00586 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00587 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00588 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00589 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00590 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00591 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00592 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00593 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00594 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00595 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00596 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00597 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00598 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00599 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00600 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00601 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00602 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00603 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00604 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00605 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00606 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00607 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00608 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00609 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00610 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00611 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00612 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00613 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00614 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00615 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00616 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00617 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00618 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00619 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00620 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00621 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00622 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00623 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00624 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00625 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00626 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00627 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00628 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00629 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00630 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00631 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00632 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00633 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00634 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00635 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00636 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00637 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00638 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00639 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00640 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00641 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00642 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00643 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00644 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00645 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00646 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00647 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00648 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00649 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00650 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00651 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00652 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00653 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00654 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00655 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00656 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00657 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00658 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00659 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00660 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00661 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00662 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00663 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00664 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00665 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00666 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00667 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00668 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00669 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00670 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00671 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00672 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00673 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00674 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00675 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00676 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00677 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00678 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00679 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00680 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00681 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00682 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00683 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00684 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00685 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00686 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00687 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00688 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00689 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00690 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00691 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00692 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00693 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00694 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00695 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00696 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00697 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
